# time X(m) Y(m) Z(m)
3.510000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.540000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.570000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.600000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.630000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.660000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.690000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.720000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.750000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.780000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.810000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.840000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.870000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.900000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.930000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.960000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
3.990000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.020000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.050000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.080000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.110000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.140000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.170000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.200000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.230000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.260000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.290000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.320000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.350000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.380000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.410000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.440000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.470000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.500000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.530000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.560000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.590000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.620000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.650000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.680000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.710000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.740000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.770000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.800000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.830000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.860000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.890000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.920000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.950000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
4.980000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.010000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.040000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.070000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.100000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.130000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.160000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.190000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.220000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.250000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.280000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.310000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.340000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.370000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.400000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.430000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.460000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.490000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.520000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.550000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.580000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.610000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.640000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.670000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.700000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.730000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.760000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.790000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.820000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.850000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.880000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.910000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.940000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.970000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.000000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.030000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.060000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.090000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.120000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.150000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.180000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.210000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.240000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.270000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.300000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.330000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.360000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.390000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.420000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.450000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.480000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.510000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.540000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.570000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.600000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.630000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.660000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.690000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.720000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.750000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.780000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.810000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.840000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.870000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.900000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.930000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.960000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
6.990000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.020000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.050000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.080000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.110000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.140000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.170000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.200000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.230000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.260000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.290000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.320000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.350000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.380000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.410000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.440000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.470000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.500000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.530000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.560000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.590000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.620000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.650000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.680000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.710000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.740000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.770000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.800000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.830000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.860000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.890000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.920000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.950000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
7.980000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.010000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.040000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.070000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.100000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.130000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.160000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.190000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.220000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.250000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.280000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.310000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.340000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.370000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.400000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.430000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.460000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.490000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.520000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.550000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.580000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.610000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.640000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
8.670000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
